course number,section,name,instructor,instructor 2,is full,description
GU4203,001,Probability,Daniel Rabinowitz,,false,"Prerequisites: At least one semester, and preferably two, of calculus.  An introductory course (STAT UN1201, preferably) is strongly recommended.  A calculus-based introduction to probability theory. A quick review of multivariate calculus is provided. Topics covered include random variables, conditional probability, expectation, independence, Bayes’ rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov’s inequality.  "
GU4203,002,Probability,Daniel Rabinowitz,,false,"Prerequisites: At least one semester, and preferably two, of calculus.  An introductory course (STAT UN1201, preferably) is strongly recommended.  A calculus-based introduction to probability theory. A quick review of multivariate calculus is provided. Topics covered include random variables, conditional probability, expectation, independence, Bayes’ rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov’s inequality.  "
GU4204,001,Statistical Inference,Gabriel Young,,true,"Prerequisites: STAT GU4203.  At least one semester of calculus is required; two or three semesters are strongly recommended.  Calculus-based introduction to the theory of statistics. Useful distributions, law of large numbers and central limit theorem, point estimation, hypothesis testing, confidence intervals maximum likelihood, likelihood ratio tests, nonparametric procedures, theory of least squares and analysis of variance. "
GU4204,002,Statistical Inference,Dan Wang,,false,"Prerequisites: STAT GU4203.  At least one semester of calculus is required; two or three semesters are strongly recommended.  Calculus-based introduction to the theory of statistics. Useful distributions, law of large numbers and central limit theorem, point estimation, hypothesis testing, confidence intervals maximum likelihood, likelihood ratio tests, nonparametric procedures, theory of least squares and analysis of variance. "
GU4204,003,Statistical Inference,Dan Wang,,false,"Prerequisites: STAT GU4203.  At least one semester of calculus is required; two or three semesters are strongly recommended.  Calculus-based introduction to the theory of statistics. Useful distributions, law of large numbers and central limit theorem, point estimation, hypothesis testing, confidence intervals maximum likelihood, likelihood ratio tests, nonparametric procedures, theory of least squares and analysis of variance. "
GU4205,001,Linear Regression Models,Jingchen Liu,,false,"Prerequisites: STAT GU4204 or the equivalent, and a course in linear algebra.  Theory and practice of regression analysis. Simple and multiple regression, testing, estimation, prediction, and confidence procedures, modeling, regression diagnostics and plots, polynomial regression, colinearity and confounding, model selection, geometry of least squares. Extensive use of the computer to analyse data. "
GU4206,001,Statistical Computing and Intr,Gabriel Young,,true,"Prerequisites: STAT GU4204 and GU4205 or the equivalent.  Introduction to programming in the R statistical package: functions, objects, data structures, flow control, input and output, debugging, logical design, and abstraction.  Writing code for numerical and graphical statistical analyses.  Writing maintainable code and testing, stochastic simulations, paralleizing data analyses, and working with large data sets.  Examples from data science will be used for demonstration.  "
GU4207,001,Elementary Stochastic Processe,Mark Brown,,true,"Prerequisites: STAT GU4203 and two, preferably three, semesters of calculus.  Review of elements of probability theory. Poisson processes. Renewal theory. Wald's equation. Introduction to discrete and continuous time Markov chains. Applications to queueing theory, inventory models, branching processes. "
GU4221,001,Time Series Analysis,Abolfazal Safikhani,,false,"Prerequisites: STAT GU4205 or the equivalent.  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GU4221,002,Time Series Analysis,Rongning Wu,,false,"Prerequisites: STAT GU4205 or the equivalent.  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GU4222,001,NONPARAMETRIC STATISTICS,Arian Maleki,,false,"Prerequisites: STAT GU4204 or the equivalent.  Statistical inference without parametric model assumption. Hypothesis testing using ranks, permutations, and order statistics. Nonparametric analogs of analysis of variance. Non-parametric regression, smoothing and model selection. "
GU4223,001,MULTIVARIATE STAT INFERENCE,Ronald Neath,,false,"Prerequisites: STAT GU4205 or the equivalent.  Multivariate normal distribution, multivariate regression and classification; canonical correlation; graphical models and Bayesian networks; principal components and other models for factor analysis; SVD; discriminant analysis; cluster analysis. "
GU4224,001,Baysian Statistics,Banu Baydil,,true,"Prerequisites: STAT GU4204 or the equivalent.  Bayesian vs frequentist, prior and posterior distributions, conjugate priors, informative and non-informative prior subjective and objective bayes, oneand two sample problems, models for normal data, models for binary data, multivariate normal shrinkage, bayesian linear models, bayesian computation (start early), MCMC algorithms, the Gibbs sampler, hierarchical models, empirical bayes, hypothesis testing, bayes factors, model selection, software: R and WinBUGS "
GU4231,001,SURVIVAL ANALYSIS,Michael Shnaidman,,false,"Prerequisites: STAT GU4205 or the equivalent.  Survival distributions, types of censored data, estimation for various survival models, nonparametric estimation of survival distributions, the proportional hazard and accelerated lifetime models for regression analysis with failure-time data. Extensive use of the computer. "
GU4232,001,GENERALIZED LINEAR MODELS,Michael Sobel,,false,"Prerequisites: STAT GU4205 or the equivalent.  Statistical methods for rates and proportions, ordered and nominal categorical responses, contingency tables, odds-ratios, exact inference, logistic regression, Poisson regression, generalized linear models. "
GU4241,001,Statistical Machine Learning,Linxi Liu,,false,"Prerequisites: STAT GU4206.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GU4243,001,Applied Data Science,Cynthia Rush,,true,"Prerequisites: STAT GU4206 or the equivalent.  This course will incorporate knowledge and skills covered in a statistical curriculum with topics and projects in data science. Programming will covered using existing tools in R. Computing best practices will be taught using test-driven development, version control, and collaboration. Students finish the class with a portfolio on GitHub, and deeper understanding of several core statistical/machine-learning algorithms. Bi-weekly project cycles throughout the semester provide students extensive hands-on experience with various data-driven applications. "
GU4261,001,Statistical Methods in Finance,Zhiliang Ying,,true,"Prerequisites: STAT GU4205 or the equivalent.  A fast-paced introduction to statistical methods used in quantitative finance. Financial applications and statistical methodologies are intertwined in all lectures. Topics include regression analysis and applications to the Capital Asset Pricing Model and multifactor pricing models, principal components and multivariate analysis, smoothing techniques and estimation of yield curves statistical methods for financial time series, value at risk, term structure models and fixed income research, and estimation and modeling of volatilities. Hands-on experience with financial data. "
GU4262,001,STOCHASTIC PROCESSES FOR FIN,David A Rios,,false,"Prerequisites: STAT GU4203.  STAT GU4207 is recommended.  A careful review of the concept of stochastic process as a model of random phenomena evolving through time and of conditional expectation, basic Markov process theory, and the exponential distribution.  Marked point processes and their compensators, beginning with Poisson processes, and proceeding through general marked point processes.  The use of compensators will be justified by the Doob-Meyer decomposition theorem, and as such it will connect the theory to martingales.  Markov processes will enter to provide a description of sufficient conditions for the compensators to have absolutely continuous paths (and as such, have ""hazard rates"").  Applications to survival analysis and, especially, to mathematical finance, including default and bankruptcy models.  Cox process construction.  This is a core course in the MS program in mathematical finance. "
GU4265,001,Stochastics Methods in Finance,Pawel Polak,,false,"Prerequisites: STAT GU4264.  Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates.  This is a core course in the MS program in mathematical finance.  "
GU4265,002,Stochastics Methods in Finance,Irene Hueter,,false,"Prerequisites: STAT GU4264.  Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates.  This is a core course in the MS program in mathematical finance.  "
GU4282,001,Linear Regression/Time Series,Flavio C Bartmann,,false,"Prerequisites: STAT GU4204 or the equivalent.  A one semester course covering: simple and multiple regression, including testing, estimation, and confidence procedures, modeling, regression diagnostics and plots, polynomial regression, colinearity and confounding, model selection, geometry of least squares. Linear time series models. Auto-regressive, moving average and ARIMA models. Estimation and forecasting with time series models. Confidence intervals and prediction error. Students may not receive credit for more than two of STAT W4315, W4437, and W4440. Satisfies the SOA VEE requirements in regression and in time-series. "
GU4291,001,Advanced Data Analysis,Hammou Elbarmi,,true,"Prerequisites: STAT GU4205 and at least one statistics course numbered between GU4221 and GU4261.  This is a course on getting the most out of data. The emphasis will be on hands-on experience, involving case studies with real data and using common statistical packages. The course covers, at a very high level, exploratory data analysis, model formulation, goodness of fit testing, and other standard and non-standard statistical procedures, including linear regression, analysis of variance, nonlinear regression, generalized linear models, survival analysis, time series analysis, and modern regression methods. Students will be expected to propose a data set of their choice for use as case study material. "
GU4702,001,EXPLORATORY DATA ANALYSIS/VISU,Joyce T Robbins,,false,"Prerequisites: A course in computer programming.  This course covers visual approaches to exploratory data analysis, with a focus on graphical techniques for finding patterns in high dimensional datasets. We consider data from a variety of fields, which may be continuous, categorical, hierarchical, temporal, and/or spatial in nature. We cover visual approaches to selecting, interpreting, and evaluating models/algorithms such as linear regression, time series analysis, clustering, and classification.  "
GR5203,001,PROBABILITY,Daniel Rabinowitz,,false,"Prerequisites: At least one semester of calculus.  A calculus-based introduction to probability theory. Topics covered include random variables, conditional probability, expectation, independence, Bayes' rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov's inequality. "
GR5204,001,STATISTICAL INFERENCE,Dan Wang,,false,"Prerequisites: STAT GR5203 or the equivalent, and two semesters of calculus.  Calculus-based introduction to the theory of statistics. Useful distributions, law of large numbers and central limit theorem, point estimation, hypothesis testing, confidence intervals, maximum likelihood, likelihood ratio tests, nonparametric procedures, theory of least squares and analysis of variance. "
GR5205,001,LINEAR REGRESSION MODELS,Jingchen Liu,,false,"Prerequisites: STAT GR5203 and GR5204 or the equivalent.  Theory and practice of regression analysis, Simple and multiple regression, including testing, estimation, and confidence procedures, modeling, regression diagnostics and plots, polynomial regression, colinearity and confounding, model selection, geometry of least squares. Extensive use of the computer to analyse data. "
GR5206,001,INTRODUCTION TO DATA SCIENCE,Gabriel Young,,false,"Corequisites: STAT GR5204 and GR5205 or the equivalent.  Introduction to programming in the R statistical package: functions, objects, data structures, flow control, input and output, debugging, logical design, and abstraction.  Writing code for numerical and graphical statistical analyses.  Writing maintainable code and testing, stochastic simulations, paralleizing data analyses, and working with large data sets.  Examples from data science will be used for demonstration. "
GR5207,001,ELEMENTRY STOCHASTIC PROCESSES,Mark Brown,,false,"Corequisites: GR5203 or the equivalent.  Review of elements of probability theory. Poisson processes. Renewal theory. Wald's equation. Introduction to discrete and continuous time Markov chains. Applications to queueing theory, inventory models, branching processes. "
GR5221,001,TIME SERIES ANALYSIS,Abolfazal Safikhani,,false,"Prerequisites: STAT GR5205  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GR5221,002,TIME SERIES ANALYSIS,Rongning Wu,,true,"Prerequisites: STAT GR5205  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GR5222,001,NONPARAMETRIC STATISTICS,Arian Maleki,,true,"Prerequisites: STAT GR5205  Statistical inference without parametric model assumption. Hypothesis testing using ranks, permutations, and order statistics. Nonparametric analogs of analysis of variance. Non-parametric regression, smoothing and model selection. "
GR5223,001,MULTIVARIATE STAT INFERENCE,Ronald Neath,,true,"Prerequisites: STAT GR5205.  Multivariate normal distribution, multivariate regression and classification; canonical correlation; graphical models and Bayesian networks; principal components and other models for factor analysis; SVD; discriminant analysis; cluster analysis. "
GR5224,001,BAYESIAN STATISTICS,Banu Baydil,,false,"Prerequisites: STAT GR5205  Bayesian vs frequentist, prior and posterior distributions, conjugate priors, informative and non-informative prior subjective and objective bayes, oneand two sample problems, models for normal data, models for binary data, multivariate normal shrinkage, bayesian linear models, bayesian computation (start early), MCMC algorithms, the Gibbs sampler, hierarchical models, empirical bayes, hypothesis testing, bayes factors, model selection, software: R and WinBUGS "
GR5231,001,SURVIVAL ANALYSIS,Michael Shnaidman,,false,"Prerequisites: STAT GR5205  Survival distributions, types of censored data, estimation for various survival models, nonparametric estimation of survival distributions, the proportional hazard and accelerated lifetime models for regression analysis with failure-time data. Extensive use of the computer. "
GR5232,001,GENERALIZED LINEAR MODELS,Michael Sobel,,false,"Prerequisites: STAT GR5205  Statistical methods for rates and proportions, ordered and nominal categorical responses, contingency tables, odds-ratios, exact inference, logistic regression, Poisson regression, generalized linear models. "
GR5241,001,STATISTICAL MACHINE LEARNING,Linxi Liu,,false,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,002,STATISTICAL MACHINE LEARNING,Linxi Liu,,false,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,003,STATISTICAL MACHINE LEARN,Linxi Liu,,false,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,004,STATISTICAL MACHINE LEARN,Linxi Liu,,false,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5243,001,APPLIED DATA SCIENCE,Ying Liu,,true,"Prerequisites: STAT GR5206 or the equivalent.  This course will incorporate knowledge and skills covered in a statistical curriculum with topics and projects in data science. Programming will covered using existing tools in R. Computing best practices will be taught using test-driven development, version control, and collaboration. Students finish the class with a portfolio on GitHub, and deeper understanding of several core statistical/machine-learning algorithms. Bi-weekly project cycles throughout the semester provide students extensive hands-on experience with various data-driven applications. "
GR5261,001,STATISTICAL METHODS IN FINANCE,Zhiliang Ying,,true,"Prerequisites: STAT GR5204 or the equivalent.  STAT GR5205 is recommended.  A fast-paced introduction to statistical methods used in quantitative finance. Financial applications and statistical methodologies are intertwined in all lectures. Topics include regression analysis and applications to the Capital Asset Pricing Model and multifactor pricing models, principal components and multivariate analysis, smoothing techniques and estimation of yield curves statistical methods for financial time series, value at risk, term structure models and fixed income research, and estimation and modeling of volatilities. Hands-on experience with financial data. "
GR5262,001,STOCHASTIC PROCESSES FOR FIN,David A Rios,,true,"Prerequisites: STAT GR5203 or the equivalent.  This course covers theory of stochastic processes applied to finance. It covers concepts of Martingales, Markov chain models, Brownian motion. Stochastic Integration, Ito's formula as a theoretical foundation of processes used in financial modeling. It also introduces basic discrete and continuous time models of asset price evolutions in the context of the following problems in finance: portfolio optimization, option pricing, spot rate interest modeling. "
GR5265,001,STOCHASTIC METHODS IN FINANCE,Pawel Polak,,true,"Prerequisites: STAT GR5264  Available to SSP, SMP. Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. "
GR5265,002,STOCHASTIC METHODS IN FINANCE,Irene Hueter,,false,"Prerequisites: STAT GR5264  Available to SSP, SMP. Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. "
GR5291,001,ADVANCED DATA ANALYSIS,Hammou Elbarmi,,false,"Prerequisites: W4315 and either another statistics course numbered above the 4200 or permission of instructor. Required for the major in statistics. Data analysis using a computer statistical package and selected exploratory data analysis subroutines. Topics include editing of data for errors, exploratory and standard techniques for one-way analysis of variance, linear regression, and two-way analysis of variance. Material is presented in case-study format. "
GR5293,002,APP MACHINE LRNING FIN MODELIN,,,false," Applied Machine Learning for Financial Modeling and Forecasting:  This course will explore the growing impact of data science on financial modeling and forecasting.  Using current business challenges, students will learn to translate between technology and business goals by linking business understanding and value assessment to data understanding and modeling. Classes and assignments will be structured as end-to-end work-place projects with performance based on criteria that data scientists face in applied settings.  Topics will come from across the finance including economics, political risk, resilience, risk management, corporate finance, trading, and governance. By the end of the semester, students should be able to identify business challenges where data science can generate value, design and deliver models that specifically address those challenges, and be able to communicate value and process to non-technical audiences.   Prerequisites: (i) STAT GR5701 Probability & Statistics for Data Science, and STAT GR5703 Statistical Inference & Modeling, (ii) functional knowledge of concepts such as classification & resampling, linear & non-linear model selection, unsupervised learning techniques, and (iii) basic familiarity with financial concepts covered in class.  Applied Machine Learning for Image Analysis:  Images are everywhere. How to deal with image data, especially big data, is an urgent problem for data analysts. Machine learning has proven to be a powerful technology to process and analyze such big data. This course will discuss how machine learning methods are used in the field of image analysis, including biometrics (iris and face recognition), natural images (object identification/recognition), brain images (encoding and decoding), handwritten identification (digit image identification), and mammography (breast cancer detection). Students will learn how to use traditional machine learning methods in image data processing and analysis, and develop techniques to improve these methods. The aim of this course is to prepare students with basic knowledge and skills to explore opportunities using machine learning in the field of image analysis.  Prerequisites: Basic knowledge of machine learning, matrix analysis, linear algebra, and programming (Matlab and/or Python).  "
GR5293,003,APP MACHINE LRNING IMAGE ANALY,,,false," Applied Machine Learning for Financial Modeling and Forecasting:  This course will explore the growing impact of data science on financial modeling and forecasting.  Using current business challenges, students will learn to translate between technology and business goals by linking business understanding and value assessment to data understanding and modeling. Classes and assignments will be structured as end-to-end work-place projects with performance based on criteria that data scientists face in applied settings.  Topics will come from across the finance including economics, political risk, resilience, risk management, corporate finance, trading, and governance. By the end of the semester, students should be able to identify business challenges where data science can generate value, design and deliver models that specifically address those challenges, and be able to communicate value and process to non-technical audiences.   Prerequisites: (i) STAT GR5701 Probability & Statistics for Data Science, and STAT GR5703 Statistical Inference & Modeling, (ii) functional knowledge of concepts such as classification & resampling, linear & non-linear model selection, unsupervised learning techniques, and (iii) basic familiarity with financial concepts covered in class.  Applied Machine Learning for Image Analysis:  Images are everywhere. How to deal with image data, especially big data, is an urgent problem for data analysts. Machine learning has proven to be a powerful technology to process and analyze such big data. This course will discuss how machine learning methods are used in the field of image analysis, including biometrics (iris and face recognition), natural images (object identification/recognition), brain images (encoding and decoding), handwritten identification (digit image identification), and mammography (breast cancer detection). Students will learn how to use traditional machine learning methods in image data processing and analysis, and develop techniques to improve these methods. The aim of this course is to prepare students with basic knowledge and skills to explore opportunities using machine learning in the field of image analysis.  Prerequisites: Basic knowledge of machine learning, matrix analysis, linear algebra, and programming (Matlab and/or Python).  "
GR5392,001,UNPAID INTERNSHIP,Demissie Alemayehu,,false,
GR5702,001,EXPLORATORY DATA ANALYSIS/VISU,Joyce T Robbins,,true,"Prerequisites: A course in computer programming.  This course covers visual approaches to exploratory data analysis, with a focus on graphical techniques for finding patterns in high dimensional datasets. We consider data from a variety of fields, which may be continuous, categorical, hierarchical, temporal, and/or spatial in nature. We cover visual approaches to selecting, interpreting, and evaluating models/algorithms such as linear regression, time series analysis, clustering, and classification.  "
GR6102,001,STAT MODELLNG/DATA ANALYSIS II,Yang Feng,,false,Prerequisites: STAT GR6101   Continuation of STAT GR6101. 
GR6104,001,COMPUTATIONAL STATISTICS,Liam M Paninski,,false,
GR6105,001,Statistical Consulting,Regina Dolgoarshinnykh,,false,Prerequisites: STAT GR6102 or instructor permission.  The Deparatment's doctoral student consulting practicum.  Students undertake pro bono consulting activities for Columbia community researchers under the tutelage of a faculty mentor. 
GR6202,001,STATISTICL INFERENCE THEORY II,Sumit Mukherjee,,false,Prerequisites: STAT GR6201  Continuation of STAT G6201
GR6203,001,MATH STAT III,Bodhisattva Sen,,false,"Prerequisites: STAT G6201 and STAT G6201  This course will mainly focus on nonparametric methods in statistics.  A tentavie list of topics to be covered include nonparametric density and regression function estimation -- upper bounds on the risk of kernel estimators and matching lower bounds on the minimax risk, reproducing kernel Hilbert spaces, bootstrap and resampling methods, multiple hypothesis testing, and high dimensional stastistical analysis. "
GR6302,001,PROBABILITY THEORY II,Philip Protter,,false,"Prerequisites: STAT GR6301.  Conditional distributions and expectations. Martingales; inequalities, convergence and closure properties, optimal stopping theorems, Burkholder-Gundy inequalities, Doob-Meyer decomposition, stochastic integration, Ito's rule. Brownian motion: construction, invariance principles and random walks, study of sample paths, martingale representation results Girsanov Theorem. The heat equation, Feynman-Kac formula. Dirichlet problem, connections with potential theory. Introduction to Markov processes: semigroups and infinitesimal generators, diffusions, stochastic differential equations. "
