course number,section,name,instructor,instructor 2,is full,description
GU4262,1,STOCHASTIC PROCESSES FOR FIN,David A Rios,,FALSE,"Prerequisites: STAT GU4203.  STAT GU4207 is recommended.  A careful review of the concept of stochastic process as a model of random phenomena evolving through time and of conditional expectation, basic Markov process theory, and the exponential distribution. Â Marked point processes and their compensators, beginning with Poisson processes, and proceeding through general marked point processes. Â The use of compensators will be justified by the Doob-Meyer decomposition theorem, and as such it will connect the theory to martingales. Â Markov processes will enter to provide a description of sufficient conditions for the compensators to have absolutely continuous paths (and as such, have ""hazard rates""). Â Applications to survival analysis and, especially, to mathematical finance, including default and bankruptcy models. Â Cox process construction. Â This is a core course in the MS program in mathematical finance. "
GU4265,1,Stochastics Methods in Finance,Pawel Polak,,FALSE,"Prerequisites: STAT GU4264.  Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. Â This is a core course in the MS program in mathematical finance.  "
GU4265,2,Stochastics Methods in Finance,Irene Hueter,,FALSE,"Prerequisites: STAT GU4264.  Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. Â This is a core course in the MS program in mathematical finance.  "
GU4282,1,Linear Regression/Time Series,Flavio C Bartmann,,FALSE,"Prerequisites: STAT GU4204 or the equivalent.  A one semester course covering: simple and multiple regression, including testing, estimation, and confidence procedures, modeling, regression diagnostics and plots, polynomial regression, colinearity and confounding, model selection, geometry of least squares. Linear time series models. Auto-regressive, moving average and ARIMA models. Estimation and forecasting with time series models. Confidence intervals and prediction error. Students may not receive credit for more than two of STAT W4315, W4437, and W4440. Satisfies the SOA VEE requirements in regression and in time-series. "
GU4291,1,Advanced Data Analysis,Hammou Elbarmi,,TRUE,"Prerequisites: STAT GU4205 and at least one statistics course numbered between GU4221 and GU4261.  This is a course on getting the most out of data. The emphasis will be on hands-on experience, involving case studies with real data and using common statistical packages. The course covers, at a very high level, exploratory data analysis, model formulation, goodness of fit testing, and other standard and non-standard statistical procedures, including linear regression, analysis of variance, nonlinear regression, generalized linear models, survival analysis, time series analysis, and modern regression methods. Students will be expected to propose a data set of their choice for use as case study material. "
GU4702,1,EXPLORATORY DATA ANALYSIS/VISU,Joyce T Robbins,,FALSE,"Prerequisites: A course in computer programming.  This course covers visual approaches to exploratory data analysis, with a focus on graphical techniques for finding patterns in highÂ dimensionalÂ datasets. We consider data from a variety of fields, which may be continuous, categorical, hierarchical, temporal, and/or spatial in nature. We cover visual approaches to selecting, interpreting, and evaluating models/algorithms such as linear regression, time series analysis, clustering, and classification.  "
GR5203,1,PROBABILITY,Daniel Rabinowitz,,FALSE,"Prerequisites: At least one semester of calculus.  A calculus-based introduction to probability theory. Topics covered include random variables, conditional probability, expectation, independence, Bayes' rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov's inequality. "
GR5204,1,STATISTICAL INFERENCE,Dan Wang,,FALSE,"Prerequisites: STAT GR5203 or the equivalent, and two semesters of calculus.  Calculus-based introduction to the theory of statistics. Useful distributions, law of large numbers and central limit theorem, point estimation, hypothesis testing, confidence intervals, maximum likelihood, likelihood ratio tests, nonparametric procedures, theory of least squares and analysis of variance. "
GR5205,1,LINEAR REGRESSION MODELS,Jingchen Liu,,FALSE,"Prerequisites: STAT GR5203 and GR5204 or the equivalent.  Theory and practice of regression analysis, Simple and multiple regression, including testing, estimation, and confidence procedures, modeling, regression diagnostics and plots, polynomial regression, colinearity and confounding, model selection, geometry of least squares. Extensive use of the computer to analyse data. "
GR5206,1,INTRODUCTION TO DATA SCIENCE,Gabriel Young,,FALSE,"Corequisites: STAT GR5204 and GR5205 or the equivalent.  Introduction to programming in the R statistical package: functions, objects, data structures, flow control, input and output, debugging, logical design, and abstraction. Â Writing code for numerical and graphical statistical analyses. Â Writing maintainable code and testing, stochastic simulations, paralleizing data analyses, and working with large data sets. Â Examples from data science will be used for demonstration. "
GR5207,1,ELEMENTRY STOCHASTIC PROCESSES,Mark Brown,,FALSE,"Corequisites: GR5203 or the equivalent.  Review of elements of probability theory. Poisson processes. Renewal theory. Wald's equation. Introduction to discrete and continuous time Markov chains. Applications to queueing theory, inventory models, branching processes. "
GR5221,1,TIME SERIES ANALYSIS,Abolfazal Safikhani,,FALSE,"Prerequisites: STAT GR5205  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GR5221,2,TIME SERIES ANALYSIS,Rongning Wu,,TRUE,"Prerequisites: STAT GR5205  Least squares smoothing and prediction, linear systems, Fourier analysis, and spectral estimation. Impulse response and transfer function. Fourier series, the fast Fourier transform, autocorrelation function, and spectral density. Univariate Box-Jenkins modeling and forecasting. Emphasis on applications. Examples from the physical sciences, social sciences, and business. Computing is an integral part of the course. "
GR5222,1,NONPARAMETRIC STATISTICS,Arian Maleki,,TRUE,"Prerequisites: STAT GR5205  Statistical inference without parametric model assumption. Hypothesis testing using ranks, permutations, and order statistics. Nonparametric analogs of analysis of variance. Non-parametric regression, smoothing and model selection. "
GR5223,1,MULTIVARIATE STAT INFERENCE,Ronald Neath,,TRUE,"Prerequisites: STAT GR5205.  Multivariate normal distribution, multivariate regression and classification; canonical correlation; graphical models and Bayesian networks; principal components and other models for factor analysis; SVD; discriminant analysis; cluster analysis. "
GR5224,1,BAYESIAN STATISTICS,Banu Baydil,,FALSE,"Prerequisites: STAT GR5205  Bayesian vs frequentist, prior and posterior distributions, conjugate priors, informative and non-informative prior subjective and objective bayes, oneand two sample problems, models for normal data, models for binary data, multivariate normal shrinkage, bayesian linear models, bayesian computation (start early), MCMC algorithms, the Gibbs sampler, hierarchical models, empirical bayes, hypothesis testing, bayes factors, model selection, software: R and WinBUGS "
GR5231,1,SURVIVAL ANALYSIS,Michael Shnaidman,,FALSE,"Prerequisites: STAT GR5205  Survival distributions, types of censored data, estimation for various survival models, nonparametric estimation of survival distributions, the proportional hazard and accelerated lifetime models for regression analysis with failure-time data. Extensive use of the computer. "
GR5232,1,GENERALIZED LINEAR MODELS,Michael Sobel,,FALSE,"Prerequisites: STAT GR5205  Statistical methods for rates and proportions, ordered and nominal categorical responses, contingency tables, odds-ratios, exact inference, logistic regression, Poisson regression, generalized linear models. "
GR5241,1,STATISTICAL MACHINE LEARNING,Linxi Liu,,FALSE,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,2,STATISTICAL MACHINE LEARNING,Linxi Liu,,FALSE,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,3,STATISTICAL MACHINE LEARN,Linxi Liu,,FALSE,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5241,4,STATISTICAL MACHINE LEARN,Linxi Liu,,FALSE,"Prerequisites: STAT GR5206 or the equivalent.  The course will provide an introduction to Machine Learning and its core models and algorithms. The aim of the course is to provide students of statistics with detailed knowledge of how Machine Learning methods work and how statistical models can be brought to bear in computer systems - not only to analyze large data sets, but to let computers perform tasks that traditional methods of computer science are unable to address. Examples range from speech recognition and text analysis through bioinformatics and medical diagnosis. This course provides a first introduction to the statistical methods and mathematical concepts which make such technologies possible. "
GR5243,1,APPLIED DATA SCIENCE,Ying Liu,,TRUE,"Prerequisites: STAT GR5206 or the equivalent.  This course will incorporate knowledge and skills covered in a statistical curriculum with topics and projects in data science. Programming will covered using existing tools in R. Computing best practices will be taught using test-driven development, version control, and collaboration. Students finish the class with a portfolio on GitHub, and deeper understanding of several core statistical/machine-learning algorithms. Bi-weekly project cycles throughout the semester provide students extensive hands-on experience with various data-driven applications. "
GR5261,1,STATISTICAL METHODS IN FINANCE,Zhiliang Ying,,TRUE,"Prerequisites: STAT GR5204 or the equivalent.  STAT GR5205 is recommended.  A fast-paced introduction to statistical methods used in quantitative finance. Financial applications and statistical methodologies are intertwined in all lectures. Topics include regression analysis and applications to the Capital Asset Pricing Model and multifactor pricing models, principal components and multivariate analysis, smoothing techniques and estimation of yield curves statistical methods for financial time series, value at risk, term structure models and fixed income research, and estimation and modeling of volatilities. Hands-on experience with financial data. "
GR5262,1,STOCHASTIC PROCESSES FOR FIN,David A Rios,,TRUE,"Prerequisites: STAT GR5203 or the equivalent.  This course covers theory of stochastic processes applied to finance. It covers concepts of Martingales, Markov chain models, Brownian motion. Stochastic Integration, Ito's formula as a theoretical foundation of processes used in financial modeling. It also introduces basic discrete and continuous time models of asset price evolutions in the context of the following problems in finance: portfolio optimization, option pricing, spot rate interest modeling. "
GR5265,1,STOCHASTIC METHODS IN FINANCE,Pawel Polak,,TRUE,"Prerequisites: STAT GR5264  Available to SSP, SMP. Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. "
GR5265,2,STOCHASTIC METHODS IN FINANCE,Irene Hueter,,FALSE,"Prerequisites: STAT GR5264  Available to SSP, SMP. Mathematical theory and probabilistic tools for modeling and analyzing security markets are developed. Pricing options in complete and incomplete markets, equivalent martingale measures, utility maximization, term structure of interest rates. "
GR5291,1,ADVANCED DATA ANALYSIS,Hammou Elbarmi,,FALSE,"Prerequisites: W4315 and either another statistics course numbered above the 4200 or permission of instructor. Required for the major in statistics. Data analysis using a computer statistical package and selected exploratory data analysis subroutines. Topics include editing of data for errors, exploratory and standard techniques for one-way analysis of variance, linear regression, and two-way analysis of variance. Material is presented in case-study format. "
GR5293,2,APP MACHINE LRNING FIN MODELIN,,,FALSE,
GR5293,3,APP MACHINE LRNING IMAGE ANALY,,,FALSE,
GR5392,1,UNPAID INTERNSHIP,Demissie Alemayehu,,FALSE,
GR5702,1,EXPLORATORY DATA ANALYSIS/VISU,Joyce T Robbins,,TRUE,"Prerequisites: A course in computer programming.  This course covers visual approaches to exploratory data analysis, with a focus on graphical techniques for finding patterns in highÂ dimensionalÂ datasets. We consider data from a variety of fields, which may be continuous, categorical, hierarchical, temporal, and/or spatial in nature. We cover visual approaches to selecting, interpreting, and evaluating models/algorithms such as linear regression, time series analysis, clustering, and classification.  "
GR6102,1,STAT MODELLNG/DATA ANALYSIS II,Yang Feng,,FALSE,Prerequisites: STAT GR6101  Â Continuation of STATÂ GR6101. 
GR6104,1,COMPUTATIONAL STATISTICS,Liam M Paninski,,FALSE,
GR6105,1,Statistical Consulting,Regina Dolgoarshinnykh,,FALSE,Prerequisites: STAT GR6102 or instructor permission.  The Deparatment's doctoral student consulting practicum. Â Students undertake pro bono consulting activities for Columbia community researchers under the tutelage of a faculty mentor. 
GR6202,1,STATISTICL INFERENCE THEORY II,Sumit Mukherjee,,FALSE,Prerequisites: STAT GR6201  Continuation of STAT G6201
GR6203,1,MATH STAT III,Bodhisattva Sen,,FALSE,"Prerequisites: STAT G6201 and STAT G6201  This course will mainly focus on nonparametric methods in statistics.Â  A tentavie list of topics to be covered include nonparametric density and regression function estimation -- upper bounds on the risk of kernel estimators and matching lower bounds on the minimax risk, reproducing kernel Hilbert spaces, bootstrap and resampling methods, multiple hypothesis testing, and high dimensional stastistical analysis. "
GR6302,1,PROBABILITY THEORY II,Philip Protter,,FALSE,"Prerequisites: STAT GR6301.  Conditional distributions and expectations. Martingales; inequalities, convergence and closure properties, optimal stopping theorems, Burkholder-Gundy inequalities, Doob-Meyer decomposition, stochastic integration, Ito's rule. Brownian motion: construction, invariance principles and random walks, study of sample paths, martingale representation results Girsanov Theorem. The heat equation, Feynman-Kac formula. Dirichlet problem, connections with potential theory. Introduction to Markov processes: semigroups and infinitesimal generators, diffusions, stochastic differential equations. "
GR8101,1,HIGH DIMEN STATIS INFERENENCES,Ming Yuan,,FALSE," This course will present an overview of the basic techniques, ideas and the latest results on a number of topics related toÂ high-dimensional statistical inferences.Â Â These include, amongÂ others, dimension reduction, inferences for high dimensional linear regression, large covarianceÂ estimation andÂ graphical models, estimation of low rank matrices and tensors.  "
GR8201,1,Theoretical Statistics,Shaw-Hwa Lo,,FALSE,
GR8201,2,TOPICS IN Theoretical STATISTI,Jingchen Liu,,FALSE,
GR8301,1,TOPICS IN ADVANCED PROBABILITY,Murad Taqqu,,FALSE,
GR8402,1,GRADUATE INDEPENDENT RESEARCH,David Madigan,,FALSE,Prerequisites: a member of the department's permission.  Reading in special topics under the guidance of a member of the faculty. 
GR9201,1,SEM-THEORETICAL STATISTIC,Cynthia Rush,  Linxi Liu,FALSE, DepartmentalÂ colloquiumÂ in statistics. 
GR9301,1,SEMINAR PROBABILITY THEORY,Julien Dubedat,,FALSE, DepartmentalÂ colloquiumÂ in probability theory. 
GR9302,1,Applied Prob & Risk Seminar,Sumit Mukherjee,  Mark Brown,FALSE, A colloquiim in applied probability and risk. 
GR9303,1,Seminar in Mathematical Financ,Philip Protter,  Marcel F Nutz,FALSE, A colloquium on topics in mathematical finance 
